item_id,title,海外,台湾,青海省,四川省,湖南省,福建省,上海,黑龙江省,内蒙古自治区,北京,宁夏回族自治区,贵州省,广东省,江西省,江苏省,天津,香港特别行政区,陕西省,新疆维吾尔自治区,云南省,河南省,广西壮族自治区,浙江省,山东省,辽宁省,河北省,澳门特别行政区,甘肃省,西藏自治区,海南省,重庆,湖北省,安徽省,吉林省,山西省
580501486699,Reeva进口红烩牛肉味泡面火锅面非火鸡面袋装方便面五连包75g*5包,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
581081149398,满堂鲜非油炸面老北京炸酱拌面99g*5包速食方便面刀削面自煮泡面,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
581311888890,百草味-番茄牛肉火锅455g 自热小火锅懒人自嗨网红速食方便,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
582084849821,小龙坎方便火锅麻辣牛肉懒人自热速食自煮即食网红小火锅418g,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
582097258554,咔咔莎莫小仙懒人自热即食小火锅自助麻辣烫350g*3盒内含筷子,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
582353889247,EUROFOO尤乐傅4号意大利面500g通心粉,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
583125552743,金沙河挂面 面条拌面 手擀面 椭圆面 细面800g葱油拌面炒面 拉面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
583135626415,正文酸辣粉网红酸辣粉 红薯粉条粉丝速食132g*3桶装,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
583532105485,妈妈面马来西亚进口网红手工面菠菜果蔬面非挂面方便面粉丝螺蛳粉,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
583656766955,正宗和寨方便速食网红酸辣粉143g红薯粉丝细粉螺蛳粉非挂面方便面,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
583792023053,胖大妈方便速食网红蒸汽小面145g细面面条非方便面酸辣粉丝螺蛳粉,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
583917225424,紫山一夻拉面原滋味自热拉面日式豚骨面520g夜宵速食方便面非油炸,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
583996458533,印尼进口mykies咪咪开心干吃面干脆面休闲零食网红小吃点心面30袋,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
584994794666,意大利进口 维拉三色螺旋形意大利面450g*3包组合套装意面通心粉,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
585589047833,正文重庆酸辣粉丝5桶装红薯粉条米线泡面美食抖音网红深夜食堂,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
586947728538,泰国进口 泰拓海鲜粥55g桶装米粥速食网红熬夜加班懒人营养代早餐,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
587075048581,网红莫小仙正宗重庆麻辣酸辣粉6桶装红薯粉丝粗粉条速食泡面整箱,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1
587422142388,莫小仙网红重庆麻辣自热火锅即食速食懒人方便携自助自煮小火锅,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0
589056592665,一乐日式拉面火影忍者咖喱牛肉方杯方便面箱装6杯,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0
589156371104,金紫阳花甲粉嗨吃家酸辣粉泡面109g*6桶熬夜网红方便面,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1
590378876009,有你一面葱油椒麻拌面118g*4包网红方便速食酱料包刀削拌面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
590693033712,家乡人 网红c味蒜香花甲粉马铃薯粉丝速食桶装120g*6桶,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
590818589296,福霖魔芋丝即食粉丝低热量方便面速食代餐香辣牛肉味210g*3袋,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
590873685228,忆之味酸辣粉重庆网红酸辣粉红薯粉方便速食快餐桶装126g*6桶,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
590933735622,卫龙酸辣粉138g*6桶装整箱重庆方便速食红薯粉丝网红,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
591534859902,印尼进口Indomie/营多原味捞面拌面炒面80g*30包整箱装早餐面,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
592497730268,必品阁韩式部队火锅面233g,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
593073474866,恋圆方便面粉丝热干面160g香辣网红热干面武汉地道美味,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0
593230107326,白蓝味中味方便面粉丝淮南牛肉汤95g香辣速食汤粉丝安徽特色小吃,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
595164830164,拉面说泰式海鲜冬阴功拉面酸辣拉面速食非油炸方便面211.5g/盒,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0
